,0
TGS2602,0.14964053580405323
MQ138,0.1271741477750015
TGS822,0.12447282038236981
MQ135,0.11779939610380889
MQ3,0.10927811971531262
TGS2600,0.10800051213957826
MiCS_CO,0.10085864937250891
MiCS_NH3,0.08506200704728424
MiCS_NO2,0.07771381166008258
